Study,Author,Year,Journal,Study on NIS?,MeanControl,upperSEControl,SEControl,SDControl,MeanTreatment,upperSETreatment,SETreatment,SDTreatment,ReplicatesControl,ReplicatesTreatment,Parameter,Group,FunctionalGroup,Species,Classification STUDY,Sizeoftilestandardisedperm2,Sizeofassessedareatandardisedperm2,Reporteddensityperm2,Control,Treatment,Depth,Depthmeter,End (Y/N),Experiment,Location,Duration,Durationdays,Durationweeks,Durationmonths,Year (start),Month (start),Latitude,Longtitude,Country,Feature,SubstrateMaterial,Orientation,Movement,DepthHeldConstant,Shaded/Unshaded,Shading held constant,Source of data,ControlSubstrate,TreatmentSubstrate,Orientation_Detail,Notes_1,Notes_2,Notes_3
Rocha et al._2010,Rocha et al.,2010,Brazilian Journal of Oceanography,Y,12.8,,1.9,6.008327554,66.1,,5.5,17.39252713,10,10,PercentageCover,Invertebrates,Bivalves,Mytella charruana,N,23x11.5cm,23x11.5cm,,Fixed,Floating,1m,1,Y,Exp1, Paranaguá Bay,6 months,182.5002,26.07144,6,2007,September,,,Brazil,Movement,Granite,vertical,,"No, but only influenced by tidal range",,,Table 2,,,,,,
Rocha et al._2010,Rocha et al.,2010,Brazilian Journal of Oceanography,Y,49.8,,2.3,7.273238618,22.7,,4.3,13.59779394,10,10,PercentageCover,Invertebrates,Barnacles,Fistulobalanus citerosum,N,23x11.5cm,23x11.5cm,,Fixed,Floating,1m,1,Y,Exp1, Paranaguá Bay,6 months,182.5002,26.07144,6,2008,October,,,Brazil,Movement,Granite,vertical,,"No, but only influenced by tidal range",,,Table 2,,,,,,
Rocha et al._2010,Rocha et al.,2010,Brazilian Journal of Oceanography,Y,33.9,,3.7,11.70042734,14.1,,3.1,9.803060747,10,10,PercentageCover,Invertebrates,Barnacles,Amphibalanus reticulatus,NIS,23x11.5cm,23x11.5cm,,Fixed,Floating,1m,1,Y,Exp1, Paranaguá Bay,6 months,182.5002,26.07144,6,2009,November,,,Brazil,Movement,Granite,vertical,,"No, but only influenced by tidal range",,,Table 2,,,,,,
Rocha et al._2010,Rocha et al.,2010,Brazilian Journal of Oceanography,Y,0.2,,0.2,0.632455532,1.2,,1,3.16227766,10,10,PercentageCover,Invertebrates,Barnacles,Megabalanus coccopoma,NIS,23x11.5cm,23x11.5cm,,Fixed,Floating,1m,1,Y,Exp1, Paranaguá Bay,6 months,182.5002,26.07144,6,2010,December,,,Brazil,Movement,Granite,vertical,,"No, but only influenced by tidal range",,,Table 2,,,,,,
Rocha et al._2010,Rocha et al.,2010,Brazilian Journal of Oceanography,Y,2.9,,0.3,0.948683298,5.1,,0.7,2.213594362,10,10,PercentageCover,Invertebrates,Barnacles,Amphibalanus improvisus,C,23x11.5cm,23x11.5cm,,Fixed,Floating,1m,1,Y,Exp1, Paranaguá Bay,6 months,182.5002,26.07144,6,2010,December,,,Brazil,Movement,Granite,vertical,,"No, but only influenced by tidal range",,,Table 2,,,,,,
Leclerc et al._2020,Leclerc et al.,2020,Diversity and Distributions,Y,0.25,,,0.46291005,0,,,0,8,8,PercentageCover,Invertebrates,Bryozoans,Alcyonidiodies mytilii,C,150x150mm,120x120mm,,Fixed,Floating,4m,4,Y,Exp2,Bay of Concepción,13 months,395.4171,56.48812,13,2017,March,,,Chile,Movement,Polypropylene,horizontal,,Yes,Unshaded,Yes,Original dataset (published),,,,,,
Leclerc et al._2020,Leclerc et al.,2020,Diversity and Distributions,Y,0.875,,,2.474873734,0,,,0,8,8,PercentageCover,Invertebrates,Bryozoans,Alcyonidiodies mytilii,C,150x150mm,120x120mm,,Fixed,Floating,4m,4,N,Exp3,Bay of San Vicente,3 months,91.2501,13.03572,3,2017,March,,,Chile,Movement,Polypropylene,horizontal,,Yes,Unshaded,Yes,Original dataset (published),,,,,,
Leclerc et al._2020,Leclerc et al.,2020,Diversity and Distributions,Y,10.625,,,10.0418766,0,,,0,8,8,PercentageCover,Invertebrates,Bryozoans,Alcyonidiodies mytilii,C,150x150mm,120x120mm,,Fixed,Floating,4m,4,Y,Exp,Bay of San Vicente,13 months,395.4171,56.48812,13,2017,March,,,Chile,Movement,Polypropylene,horizontal,,Yes,Unshaded,Yes,Original dataset (published),,,,,,
Leclerc et al._2020,Leclerc et al.,2020,Diversity and Distributions,Y,7.5,,,8.451542547,0,,,0,8,8,PercentageCover,Invertebrates,Bryozoans,Alcyonidiodies mytilii,C,150x150mm,120x120mm,,Fixed,Floating,4m,4,N,Exp4,South Arauco Gulf,3 months,91.2501,13.03572,3,2017,March,,,Chile,Movement,Polypropylene,horizontal,,Yes,Unshaded,Yes,Original dataset (published),,,,,,
Leclerc et al._2020,Leclerc et al.,2020,Diversity and Distributions,Y,49.25,,,22.21807501,0.0625,,,0.176776695,8,8,PercentageCover,Invertebrates,Bryozoans,Alcyonidiodies mytilii,C,150x150mm,120x120mm,,Fixed,Floating,4m,4,Y,Exp4,South Arauco Gulf,13 months,395.4171,56.48812,13,2017,March,,,Chile,Movement,Polypropylene,horizontal,,Yes,Unshaded,Yes,Original dataset (published),,,,,,
Leclerc et al._2020,Leclerc et al.,2020,Diversity and Distributions,Y,0,,,0,0.0625,,,0.176776695,8,8,PercentageCover,Invertebrates,Bryozoans,Amathia gracilis,C,150x150mm,120x120mm,,Fixed,Floating,4m,4,N,Exp1,Bay of Coliumo,3 months,91.2501,13.03572,3,2017,March,,,Chile,Movement,Polypropylene,horizontal,,Yes,Unshaded,Yes,Original dataset (published),Amathia.cf..gracilis in dataset,,,,,
Leclerc et al._2020,Leclerc et al.,2020,Diversity and Distributions,Y,0.125,,,0.353553391,0,,,0,8,12,PercentageCover,Invertebrates,Bryozoans,Amathia gracilis,C,150x150mm,120x120mm,,Fixed,Floating,4m,4,Y,Exp1,Bay of Coliumo,13 months,395.4171,56.48812,13,2017,March,,,Chile,Movement,Polypropylene,horizontal,,Yes,Unshaded,Yes,Original dataset (published),Amathia.cf..gracilis in dataset,,,,,
Leclerc et al._2020,Leclerc et al.,2020,Diversity and Distributions,Y,0.0625,,,0.176776695,0.125,,,0.231455025,8,8,PercentageCover,Invertebrates,Bryozoans,Amathia gracilis,C,150x150mm,120x120mm,,Fixed,Floating,4m,4,N,Exp2,Bay of Concepción,3 months,91.2501,13.03572,3,2017,March,,,Chile,Movement,Polypropylene,horizontal,,Yes,Unshaded,Yes,Original dataset (published),Amathia.cf..gracilis in dataset,,,,,
Leclerc et al._2020,Leclerc et al.,2020,Diversity and Distributions,Y,1.375,,,1.767766953,0.375,,,1.060660172,8,8,PercentageCover,Invertebrates,Bryozoans,Amathia gracilis,C,150x150mm,120x120mm,,Fixed,Floating,4m,4,Y,Exp2,Bay of Concepción,13 months,395.4171,56.48812,13,2017,March,,,Chile,Movement,Polypropylene,horizontal,,Yes,Unshaded,Yes,Original dataset (published),Amathia.cf..gracilis in dataset,,,,,
Leclerc et al._2020,Leclerc et al.,2020,Diversity and Distributions,Y,8.375,,,6.022280062,91.25,,,4.832922807,8,8,PercentageCover,Invertebrates,Bryozoans,Amathia gracilis,C,150x150mm,120x120mm,,Fixed,Floating,4m,4,N,Exp3,Bay of San Vicente,3 months,91.2501,13.03572,3,2017,March,,,Chile,Movement,Polypropylene,horizontal,,Yes,Unshaded,Yes,Original dataset (published),Amathia.cf..gracilis in dataset,,,,,
Leclerc et al._2020,Leclerc et al.,2020,Diversity and Distributions,Y,13.0625,,,14.58579911,12.5625,,,7.943719442,8,8,PercentageCover,Invertebrates,Bryozoans,Amathia gracilis,C,150x150mm,120x120mm,,Fixed,Floating,4m,4,Y,Exp,Bay of San Vicente,13 months,395.4171,56.48812,13,2017,March,,,Chile,Movement,Polypropylene,horizontal,,Yes,Unshaded,Yes,Original dataset (published),Amathia.cf..gracilis in dataset,,,,,
Leclerc et al._2020,Leclerc et al.,2020,Diversity and Distributions,Y,0,,,0,1.6875,,,4.57428761,8,8,PercentageCover,Invertebrates,Bryozoans,Amathia gracilis,C,150x150mm,120x120mm,,Fixed,Floating,4m,4,N,Exp4,South Arauco Gulf,3 months,91.2501,13.03572,3,2017,March,,,Chile,Movement,Polypropylene,horizontal,,Yes,Unshaded,Yes,Original dataset (published),Amathia.cf..gracilis in dataset,,,,,
Leclerc et al._2020,Leclerc et al.,2020,Diversity and Distributions,Y,0.625,,,1.026436276,0,,,0,8,8,PercentageCover,Invertebrates,Bryozoans,Amathia gracilis,C,150x150mm,120x120mm,,Fixed,Floating,4m,4,Y,Exp4,South Arauco Gulf,13 months,395.4171,56.48812,13,2017,March,,,Chile,Movement,Polypropylene,horizontal,,Yes,Unshaded,Yes,Original dataset (published),Amathia.cf..gracilis in dataset,,,,,
Leclerc et al._2020,Leclerc et al.,2020,Diversity and Distributions,Y,3.5,,,2.878491669,0,,,0,8,8,PercentageCover,Invertebrates,Hydrozoans,Amphisbetia operculata,C,150x150mm,120x120mm,,Fixed,Floating,4m,4,N,Exp3,Bay of San Vicente,3 months,91.2501,13.03572,3,2017,March,,,Chile,Movement,Polypropylene,horizontal,,Yes,Unshaded,Yes,Original dataset (published),,,,,,
Leclerc et al._2020,Leclerc et al.,2020,Diversity and Distributions,Y,66.75,,,24.88114605,0.3125,,,0.458062691,8,8,PercentageCover,Invertebrates,Hydrozoans,Amphisbetia operculata,C,150x150mm,120x120mm,,Fixed,Floating,4m,4,Y,Exp,Bay of San Vicente,13 months,395.4171,56.48812,13,2017,March,,,Chile,Movement,Polypropylene,horizontal,,Yes,Unshaded,Yes,Original dataset (published),,,,,,
Leclerc et al._2020,Leclerc et al.,2020,Diversity and Distributions,Y,0,,,0,8.5,,,17.66352173,8,8,PercentageCover,Invertebrates,Hydrozoans,Amphisbetia operculata,C,150x150mm,120x120mm,,Fixed,Floating,4m,4,Y,Exp4,South Arauco Gulf,13 months,395.4171,56.48812,13,2017,March,,,Chile,Movement,Polypropylene,horizontal,,Yes,Unshaded,Yes,Original dataset (published),,,,,,
Leclerc et al._2020,Leclerc et al.,2020,Diversity and Distributions,Y,9.375,,,7.909081579,0,,,0,8,8,PercentageCover,Invertebrates,Bryozoans,Celleporella hyalina,C,150x150mm,120x120mm,,Fixed,Floating,4m,4,N,Exp1,Bay of Coliumo,3 months,91.2501,13.03572,3,2017,March,,,Chile,Movement,Polypropylene,horizontal,,Yes,Unshaded,Yes,Original dataset (published),Celleporella.cf..hyalina in dataset,,,,,
Leclerc et al._2020,Leclerc et al.,2020,Diversity and Distributions,Y,20.25,,,17.88654722,0,,,0,8,12,PercentageCover,Invertebrates,Bryozoans,Celleporella hyalina,C,150x150mm,120x120mm,,Fixed,Floating,4m,4,Y,Exp1,Bay of Coliumo,13 months,395.4171,56.48812,13,2017,March,,,Chile,Movement,Polypropylene,horizontal,,Yes,Unshaded,Yes,Original dataset (published),Celleporella.cf..hyalina in dataset,,,,,
Leclerc et al._2020,Leclerc et al.,2020,Diversity and Distributions,Y,0,,,0,0.0625,,,0.176776695,8,8,PercentageCover,Invertebrates,Bryozoans,Celleporella hyalina,C,150x150mm,120x120mm,,Fixed,Floating,4m,4,N,Exp2,Bay of Concepción,3 months,91.2501,13.03572,3,2017,March,,,Chile,Movement,Polypropylene,horizontal,,Yes,Unshaded,Yes,Original dataset (published),Celleporella.cf..hyalina in dataset,,,,,
Leclerc et al._2020,Leclerc et al.,2020,Diversity and Distributions,Y,0,,,0,0.3125,,,0.703942977,8,8,PercentageCover,Invertebrates,Bryozoans,Celleporella hyalina,C,150x150mm,120x120mm,,Fixed,Floating,4m,4,N,Exp4,South Arauco Gulf,3 months,91.2501,13.03572,3,2017,March,,,Chile,Movement,Polypropylene,horizontal,,Yes,Unshaded,Yes,Original dataset (published),Celleporella.cf..hyalina in dataset,,,,,
Leclerc et al._2020,Leclerc et al.,2020,Diversity and Distributions,Y,0.1875,,,0.372011905,0.083333333,,,0.288675135,8,12,PercentageCover,Invertebrates,Hydrozoans,Clytia linearis,C,150x150mm,120x120mm,,Fixed,Floating,4m,4,Y,Exp1,Bay of Coliumo,13 months,395.4171,56.48812,13,2017,March,,,Chile,Movement,Polypropylene,horizontal,,Yes,Unshaded,Yes,Original dataset (published),,,,,,
Leclerc et al._2020,Leclerc et al.,2020,Diversity and Distributions,Y,0.625,,,1.187734939,0,,,0,8,8,PercentageCover,Invertebrates,Hydrozoans,Clytia linearis,C,150x150mm,120x120mm,,Fixed,Floating,4m,4,N,Exp2,Bay of Concepción,3 months,91.2501,13.03572,3,2017,March,,,Chile,Movement,Polypropylene,horizontal,,Yes,Unshaded,Yes,Original dataset (published),,,,,,
Leclerc et al._2020,Leclerc et al.,2020,Diversity and Distributions,Y,4.25,,,10.03920885,0.0625,,,0.176776695,8,8,PercentageCover,Invertebrates,Hydrozoans,Clytia linearis,C,150x150mm,120x120mm,,Fixed,Floating,4m,4,Y,Exp2,Bay of Concepción,13 months,395.4171,56.48812,13,2017,March,,,Chile,Movement,Polypropylene,horizontal,,Yes,Unshaded,Yes,Original dataset (published),,,,,,
Leclerc et al._2020,Leclerc et al.,2020,Diversity and Distributions,Y,0.5625,,,0.678101341,2.875,,,3.943801647,8,8,PercentageCover,Invertebrates,Hydrozoans,Clytia linearis,C,150x150mm,120x120mm,,Fixed,Floating,4m,4,Y,Exp,Bay of San Vicente,13 months,395.4171,56.48812,13,2017,March,,,Chile,Movement,Polypropylene,horizontal,,Yes,Unshaded,Yes,Original dataset (published),,,,,,
Leclerc et al._2020,Leclerc et al.,2020,Diversity and Distributions,Y,0.0625,,,0.176776695,0,,,0,8,8,PercentageCover,Invertebrates,Hydrozoans,Clytia linearis,C,150x150mm,120x120mm,,Fixed,Floating,4m,4,N,Exp4,South Arauco Gulf,3 months,91.2501,13.03572,3,2017,March,,,Chile,Movement,Polypropylene,horizontal,,Yes,Unshaded,Yes,Original dataset (published),,,,,,
Leclerc et al._2020,Leclerc et al.,2020,Diversity and Distributions,Y,0.1875,,,0.258774585,10.625,,,10.70297022,8,8,PercentageCover,Invertebrates,Hydrozoans,Clytia linearis,C,150x150mm,120x120mm,,Fixed,Floating,4m,4,Y,Exp4,South Arauco Gulf,13 months,395.4171,56.48812,13,2017,March,,,Chile,Movement,Polypropylene,horizontal,,Yes,Unshaded,Yes,Original dataset (published),,,,,,
Leclerc et al._2020,Leclerc et al.,2020,Diversity and Distributions,Y,0,,,0,0.0625,,,0.176776695,8,8,PercentageCover,Invertebrates,Hydrozoans,Coryne eximia,C,150x150mm,120x120mm,,Fixed,Floating,4m,4,N,Exp1,Bay of Coliumo,3 months,91.2501,13.03572,3,2017,March,,,Chile,Movement,Polypropylene,horizontal,,Yes,Unshaded,Yes,Original dataset (published),,,,,,
Leclerc et al._2020,Leclerc et al.,2020,Diversity and Distributions,Y,0.0625,,,0.176776695,0,,,0,8,8,PercentageCover,Invertebrates,Hydrozoans,Coryne eximia,C,150x150mm,120x120mm,,Fixed,Floating,4m,4,N,Exp2,Bay of Concepción,3 months,91.2501,13.03572,3,2017,March,,,Chile,Movement,Polypropylene,horizontal,,Yes,Unshaded,Yes,Original dataset (published),,,,,,
Leclerc et al._2020,Leclerc et al.,2020,Diversity and Distributions,Y,43,,,31.19981685,71.6875,,,24.26481506,8,8,PercentageCover,Invertebrates,Hydrozoans,Coryne eximia,C,150x150mm,120x120mm,,Fixed,Floating,4m,4,N,Exp3,Bay of San Vicente,3 months,91.2501,13.03572,3,2017,March,,,Chile,Movement,Polypropylene,horizontal,,Yes,Unshaded,Yes,Original dataset (published),,,,,,
Leclerc et al._2020,Leclerc et al.,2020,Diversity and Distributions,Y,0.0625,,,0.176776695,0.0625,,,0.176776695,8,8,PercentageCover,Invertebrates,Hydrozoans,Coryne eximia,C,150x150mm,120x120mm,,Fixed,Floating,4m,4,Y,Exp,Bay of San Vicente,13 months,395.4171,56.48812,13,2017,March,,,Chile,Movement,Polypropylene,horizontal,,Yes,Unshaded,Yes,Original dataset (published),,,,,,
Leclerc et al._2020,Leclerc et al.,2020,Diversity and Distributions,Y,0.0625,,,0.176776695,0.25,,,0.707106781,8,8,PercentageCover,Invertebrates,Hydrozoans,Coryne eximia,C,150x150mm,120x120mm,,Fixed,Floating,4m,4,Y,Exp4,South Arauco Gulf,13 months,395.4171,56.48812,13,2017,March,,,Chile,Movement,Polypropylene,horizontal,,Yes,Unshaded,Yes,Original dataset (published),,,,,,
Leclerc et al._2020,Leclerc et al.,2020,Diversity and Distributions,Y,0.25,,,0.707106781,0.3125,,,0.458062691,8,8,PercentageCover,Invertebrates,Hydrozoans,Obelia dichotoma,C,150x150mm,120x120mm,,Fixed,Floating,4m,4,N,Exp1,Bay of Coliumo,3 months,91.2501,13.03572,3,2017,March,,,Chile,Movement,Polypropylene,horizontal,,Yes,Unshaded,Yes,Original dataset (published),,,,,,
Leclerc et al._2020,Leclerc et al.,2020,Diversity and Distributions,Y,0.3125,,,0.703942977,0,,,0,8,12,PercentageCover,Invertebrates,Hydrozoans,Obelia dichotoma,C,150x150mm,120x120mm,,Fixed,Floating,4m,4,Y,Exp1,Bay of Coliumo,13 months,395.4171,56.48812,13,2017,March,,,Chile,Movement,Polypropylene,horizontal,,Yes,Unshaded,Yes,Original dataset (published),,,,,,
Leclerc et al._2020,Leclerc et al.,2020,Diversity and Distributions,Y,0,,,0,0.125,,,0.353553391,8,8,PercentageCover,Invertebrates,Hydrozoans,Obelia dichotoma,C,150x150mm,120x120mm,,Fixed,Floating,4m,4,N,Exp2,Bay of Concepción,3 months,91.2501,13.03572,3,2017,March,,,Chile,Movement,Polypropylene,horizontal,,Yes,Unshaded,Yes,Original dataset (published),,,,,,
Leclerc et al._2020,Leclerc et al.,2020,Diversity and Distributions,Y,0.75,,,1.133893419,5.625,,,7.029275516,8,8,PercentageCover,Invertebrates,Hydrozoans,Obelia dichotoma,C,150x150mm,120x120mm,,Fixed,Floating,4m,4,Y,Exp2,Bay of Concepción,13 months,395.4171,56.48812,13,2017,March,,,Chile,Movement,Polypropylene,horizontal,,Yes,Unshaded,Yes,Original dataset (published),,,,,,
Leclerc et al._2020,Leclerc et al.,2020,Diversity and Distributions,Y,0,,,0,0.625,,,1.060660172,8,8,PercentageCover,Invertebrates,Hydrozoans,Obelia dichotoma,C,150x150mm,120x120mm,,Fixed,Floating,4m,4,Y,Exp,Bay of San Vicente,13 months,395.4171,56.48812,13,2017,March,,,Chile,Movement,Polypropylene,horizontal,,Yes,Unshaded,Yes,Original dataset (published),,,,,,
Leclerc et al._2020,Leclerc et al.,2020,Diversity and Distributions,Y,44.3125,,,39.33277214,39.125,,,28.26627218,8,8,PercentageCover,Invertebrates,Hydrozoans,Obelia dichotoma,C,150x150mm,120x120mm,,Fixed,Floating,4m,4,N,Exp4,South Arauco Gulf,3 months,91.2501,13.03572,3,2017,March,,,Chile,Movement,Polypropylene,horizontal,,Yes,Unshaded,Yes,Original dataset (published),,,,,,
Leclerc et al._2020,Leclerc et al.,2020,Diversity and Distributions,Y,0,,,0,30,,,36.63331817,8,8,PercentageCover,Invertebrates,Hydrozoans,Obelia dichotoma,C,150x150mm,120x120mm,,Fixed,Floating,4m,4,Y,Exp4,South Arauco Gulf,13 months,395.4171,56.48812,13,2017,March,,,Chile,Movement,Polypropylene,horizontal,,Yes,Unshaded,Yes,Original dataset (published),,,,,,
Leclerc et al._2020,Leclerc et al.,2020,Diversity and Distributions,Y,0,,,0,0.125,,,0.353553391,8,8,PercentageCover,Invertebrates,Hydrozoans,Obelia geniculata,C,150x150mm,120x120mm,,Fixed,Floating,4m,4,N,Exp1,Bay of Coliumo,3 months,91.2501,13.03572,3,2017,March,,,Chile,Movement,Polypropylene,horizontal,,Yes,Unshaded,Yes,Original dataset (published),,,,,,
Leclerc et al._2020,Leclerc et al.,2020,Diversity and Distributions,Y,0,,,0,0.0625,,,0.176776695,8,8,PercentageCover,Invertebrates,Hydrozoans,Phialella quadrata,C,150x150mm,120x120mm,,Fixed,Floating,4m,4,N,Exp1,Bay of Coliumo,3 months,91.2501,13.03572,3,2017,March,,,Chile,Movement,Polypropylene,horizontal,,Yes,Unshaded,Yes,Original dataset (published),Phialella.cf..quadrata in dataset,,,,,
Leclerc et al._2020,Leclerc et al.,2020,Diversity and Distributions,Y,8.125,,,18.22233716,0,,,0,8,8,PercentageCover,Invertebrates,Hydrozoans,Phialella quadrata,C,150x150mm,120x120mm,,Fixed,Floating,4m,4,N,Exp2,Bay of Concepción,3 months,91.2501,13.03572,3,2017,March,,,Chile,Movement,Polypropylene,horizontal,,Yes,Unshaded,Yes,Original dataset (published),Phialella.cf..quadrata in dataset,,,,,
Leclerc et al._2020,Leclerc et al.,2020,Diversity and Distributions,Y,0.0625,,,0.176776695,0,,,0,8,8,PercentageCover,Invertebrates,Hydrozoans,Phialella quadrata,C,150x150mm,120x120mm,,Fixed,Floating,4m,4,Y,Exp2,Bay of Concepción,13 months,395.4171,56.48812,13,2017,March,,,Chile,Movement,Polypropylene,horizontal,,Yes,Unshaded,Yes,Original dataset (published),Phialella.cf..quadrata in dataset,,,,,
Leclerc et al._2020,Leclerc et al.,2020,Diversity and Distributions,Y,0,,,0,0.0625,,,0.176776695,8,8,PercentageCover,Invertebrates,Hydrozoans,Plumularia setacea,C,150x150mm,120x120mm,,Fixed,Floating,4m,4,N,Exp1,Bay of Coliumo,3 months,91.2501,13.03572,3,2017,March,,,Chile,Movement,Polypropylene,horizontal,,Yes,Unshaded,Yes,Original dataset (published),,,,,,
Leclerc et al._2020,Leclerc et al.,2020,Diversity and Distributions,Y,0,,,0,1.208333333,,,1.437458827,8,12,PercentageCover,Invertebrates,Hydrozoans,Plumularia setacea,C,150x150mm,120x120mm,,Fixed,Floating,4m,4,Y,Exp1,Bay of Coliumo,13 months,395.4171,56.48812,13,2017,March,,,Chile,Movement,Polypropylene,horizontal,,Yes,Unshaded,Yes,Original dataset (published),,,,,,
Leclerc et al._2020,Leclerc et al.,2020,Diversity and Distributions,Y,6.625,,,7.666019641,0,,,0,8,8,PercentageCover,Invertebrates,Hydrozoans,Plumularia setacea,C,150x150mm,120x120mm,,Fixed,Floating,4m,4,N,Exp3,Bay of San Vicente,3 months,91.2501,13.03572,3,2017,March,,,Chile,Movement,Polypropylene,horizontal,,Yes,Unshaded,Yes,Original dataset (published),,,,,,
Leclerc et al._2020,Leclerc et al.,2020,Diversity and Distributions,Y,1.0625,,,2.043063176,0,,,0,8,8,PercentageCover,Invertebrates,Hydrozoans,Plumularia setacea,C,150x150mm,120x120mm,,Fixed,Floating,4m,4,Y,Exp,Bay of San Vicente,13 months,395.4171,56.48812,13,2017,March,,,Chile,Movement,Polypropylene,horizontal,,Yes,Unshaded,Yes,Original dataset (published),,,,,,
Leclerc et al._2020,Leclerc et al.,2020,Diversity and Distributions,Y,0,,,0,6.1875,,,13.53814057,8,8,PercentageCover,Invertebrates,Hydrozoans,Plumularia setacea,C,150x150mm,120x120mm,,Fixed,Floating,4m,4,N,Exp4,South Arauco Gulf,3 months,91.2501,13.03572,3,2017,March,,,Chile,Movement,Polypropylene,horizontal,,Yes,Unshaded,Yes,Original dataset (published),,,,,,
Leclerc et al._2020,Leclerc et al.,2020,Diversity and Distributions,Y,0,,,0,3.625,,,5.578978401,8,8,PercentageCover,Invertebrates,Hydrozoans,Plumularia setacea,C,150x150mm,120x120mm,,Fixed,Floating,4m,4,Y,Exp4,South Arauco Gulf,13 months,395.4171,56.48812,13,2017,March,,,Chile,Movement,Polypropylene,horizontal,,Yes,Unshaded,Yes,Original dataset (published),,,,,,
Lee_2018,Lee,2018,Thesis,Y,7.5,,,5.454356057,2,,,1.702938637,6,5,PercentageCover,Invertebrates,Barnacles,Amphibalanus variegatus,N,0.0121,0.01,,vertical,downfacing,1m,1,Y,Exp1,North Haven Harbour,9 weeks,63,9,2.071231969,2012,December,"34°47'9""S","138°29'15""E",Australia,Orientation,Wood,,floating,,Shaded,Yes,raw data supplied,,,Orientation_updown,,,
Lee_2018,Lee,2018,Thesis,Y,12.3,,,6.978538529,2.916666667,,,3.277448194,6,5,PercentageCover,Invertebrates,Barnacles,Amphibalanus variegatus,N,0.0121,0.01,,vertical,downfacing,1m,1,Y,Exp1,North Haven Harbour,9 weeks,63,9,2.071231969,2012,December,"34°47'9""S","138°29'15""E",Australia,Orientation,Cement,,floating,,Shaded,Yes,raw data supplied,,,Orientation_updown,,,
Lee_2018,Lee,2018,Thesis,Y,2.9,,,2.534758371,2.5,,,3.146426545,6,5,PercentageCover,Invertebrates,Barnacles,Amphibalanus variegatus,N,0.0121,0.01,,vertical,downfacing,1m,1,Y,Exp1,North Haven Harbour,9 weeks,63,9,2.071231969,2012,December,"34°47'9""S","138°29'15""E",Australia,Orientation,Acrylic,,floating,,Shaded,Yes,raw data supplied,,,Orientation_updown,,,
Lee_2018,Lee,2018,Thesis,Y,1.333333333,,,1.211060142,0.166666667,,,0.40824829,6,6,PercentageCover,Invertebrates,Barnacles,Amphibalanus variegatus,N,0.0121,0.01,,vertical,downfacing,1m,1,Y,Exp2,North Haven Harbour,9 weeks,63,9,2.071231969,2013,February,"34°47'9""S","138°29'15""E",Australia,Orientation,Wood,,floating,,Shaded,Yes,raw data supplied,,,Orientation_updown,,,
