,Effect_ID,Study,Author,Year,Journal,Study.on.NIS.,MeanControl,upperSEControl,SEControl,SDControl,MeanTreatment,upperSETreatment,SETreatment,SDTreatment,ReplicatesControl,ReplicatesTreatment,Parameter,Group,TaxonomicGroup,Species,Classification.STUDY,Sizeoftilestandardisedperm2,Sizeofassessedareatandardisedperm2,Reporteddensityperm2,Control,Treatment,Depth,Depthmeter,End..Y.N.,Experiment,Location,Duration,Durationdays,Durationweeks,Durationmonths,Year..start.,Month..start.,Latitude,Longtitude,Country,Feature,SubstrateMaterial,Orientation,Movement,DepthHeldConstant,Shaded.Unshaded,Shading.held.constant,Source.of.data,ControlSubstrate,TreatmentSubstrate,Orientation_Detail,Notes_1,Notes_2,Notes_3,Study_Experiment,Study_Location,Study_Experiment_Duration,Feature_Classification,Feature_TaxonomicGroup,TaxonomicGroup_Classification,Feature_TaxonomicGroup_Classification,Exp_ID,num_instances,Feature_Study,Feature_Study_Location,Feature_Study_Experiment_Duration,Feature_Species,Feature_Species_Classification,unique_types,reducedReplicatesControl,reducedReplicatesTreatment,yi,vi,Phylogeny
1933,1933,Lee_2018,Lee,2018,Thesis,Y,0.5,NA,NA,0.447213595,0.25,NA,NA,0.418330013,6,6,PercentageCover,Invertebrates,Bryozoans,Watersipora subtorquata,NIS,0.0121,0.01,NA,Wood,Polymer,1m,1,Y,Exp4,Wirrina Cove,9 weeks,63,9,2.071231969,2012,December,"34°47'9""S","138°29'15""E",Australia,Substrate,,downfacing,floating,,Shaded,Yes,raw data supplied,Wood,Acrylic,,,,,Lee_2018_Exp4,Lee_2018_Wirrina Cove,Lee_2018_Exp4_9 weeks,Substrate_NIS,Substrate_Bryozoans,Bryozoans_NIS,Substrate_Bryozoans_NIS,773,4,Substrate_Lee_2018,Substrate_Lee_2018_Wirrina Cove,Substrate_Lee_2018_Exp4_9 weeks,Substrate_Watersipora subtorquata,Substrate_Watersipora subtorquata_NIS,1,3,6,-0.346991406,1.83751443,Watersipora subtorquata
233,590,Ushiama et al._2016,Ushiama et al.,2016,Biofouling,N,0.285714286,NA,NA,0.487950036,0.125,NA,NA,0.353553391,7,8,Abundance,Invertebrates,Polychaetes,Galeolaria,N,0.0121,0.001936,NA,upfacing,vertical,33 metres,33,Y,Exp1,Sydney Harbour,3 months,91.2501,13.03572,3,2012,December,33o50.797' S,151o17.988' E,Australia,Orientation,Sandstone,,fixed,,Unshaded,No,raw data supplied,,,Orientation_upvert,,,,Ushiama et al._2016_Exp1,Ushiama et al._2016_Sydney Harbour,Ushiama et al._2016_Exp1_3 months,Orientation_N,Orientation_Polychaetes,Polychaetes_N,Orientation_Polychaetes_N,986,8,Orientation_Ushiama et al._2016,Orientation_Ushiama et al._2016_Sydney Harbour,Orientation_Ushiama et al._2016_Exp1_3 months,Orientation_Galeolaria,Orientation_Galeolaria_N,1,3.5,8,-0.826678574,1.833333332,Galeolaria
2412,2412,Lee_2018,Lee,2018,Thesis,Y,6.333333333,NA,NA,4.633213428,10.33333333,NA,NA,18.04069474,6,6,PercentageCover,Invertebrates,Ascidians,Ciona intestinalis,NIS,0.0121,0.01,NA,Wood,Polymer,1m,1,Y,Exp9,North Haven,13 weeks,91,13,2.99177951,2016,March,"35°30'5""S","138°14'38""E",Australia,Substrate,,downfacing,floating,,,,raw data supplied,Wood,Acrylic,,,,,Lee_2018_Exp9,Lee_2018_North Haven,Lee_2018_Exp9_13 weeks,Substrate_NIS,Substrate_Ascidians,Ascidians_NIS,Substrate_Ascidians_NIS,829,6,Substrate_Lee_2018,Substrate_Lee_2018_North Haven,Substrate_Lee_2018_Exp9_13 weeks,Substrate_Ciona intestinalis,Substrate_Ciona intestinalis_NIS,1,3,6,0.251879139,1.832497356,Ciona intestinalis
1866,1866,Lee_2018,Lee,2018,Thesis,Y,0.4,NA,NA,0.418330013,0.7,NA,NA,0.836660027,5,5,PercentageCover,Invertebrates,Bryozoans,Bugula (genus in Opisthokonta),NIS,0.0121,0.01,NA,Wood,Concrete,1m,1,Y,Exp1,North Haven Harbour,9 weeks,63,9,2.071231969,2012,December,"34°47'9""S","138°29'15""E",Australia,Substrate,,vertical,floating,,Shaded,Yes,raw data supplied,Wood,Cement,,,,,Lee_2018_Exp1,Lee_2018_North Haven Harbour,Lee_2018_Exp1_9 weeks,Substrate_NIS,Substrate_Bryozoans,Bryozoans_NIS,Substrate_Bryozoans_NIS,661,4,Substrate_Lee_2018,Substrate_Lee_2018_North Haven Harbour,Substrate_Lee_2018_Exp1_9 weeks,Substrate_Bugula,Substrate_Bugula_NIS,1,2.5,5,0.28030992,1.814317393,Bugula (genus in Opisthokonta)
2143,2143,Lee_2018,Lee,2018,Thesis,Y,31.33333333,NA,NA,47.97777263,47.6,NA,NA,42.93623179,6,6,PercentageCover,Invertebrates,Ascidians,Ciona intestinalis,NIS,0.0121,0.01,NA,vertical,downfacing,1m,1,Y,Exp14,Wirrina Cove,13 weeks,91,13,2.99177951,2016,June,"35°30'5""S","138°14'38""E",Australia,Orientation,Acrylic,,floating,,,,raw data supplied,,,Orientation_upvert,,,,Lee_2018_Exp14,Lee_2018_Wirrina Cove,Lee_2018_Exp14_13 weeks,Orientation_NIS,Orientation_Ascidians,Ascidians_NIS,Orientation_Ascidians_NIS,722,3,Orientation_Lee_2018,Orientation_Lee_2018_Wirrina Cove,Orientation_Lee_2018_Exp14_13 weeks,Orientation_Ciona intestinalis,Orientation_Ciona intestinalis_NIS,1,6,6,0.248099381,1.794222388,Ciona intestinalis
400,757,Ushiama et al._2016,Ushiama et al.,2016,Biofouling,N,3.125,NA,NA,6.151364541,21.25,NA,NA,54.48918635,8,8,Abundance,Invertebrates,Polychaetes,Salmacina australis,N,0.0121,0.001936,NA,upfacing,downfacing,33 metres,33,Y,Exp1,Sydney Harbour,3 months,91.2501,13.03572,3,2012,December,33o50.797' S,151o17.988' E,Australia,Orientation,Steel,,fixed,,Unshaded,No,raw data supplied,,,Orientation_updown,,,,Ushiama et al._2016_Exp1,Ushiama et al._2016_Sydney Harbour,Ushiama et al._2016_Exp1_3 months,Orientation_N,Orientation_Polychaetes,Polychaetes_N,Orientation_Polychaetes_N,1002,8,Orientation_Ushiama et al._2016,Orientation_Ushiama et al._2016_Sydney Harbour,Orientation_Ushiama et al._2016_Exp1_3 months,Orientation_Salmacina australis,Orientation_Salmacina australis_N,1,4,8,1.916922612,1.790573999,Salmacina australis
1680,1680,Becker et al_2020/2021,Becker et al,NA,Marine EnvironmentalHelgoland Marine Research,N,2,NA,NA,2.645751311,18.33333333,NA,NA,10.40833,3,3,PercentageCover,Invertebrates,Bryozoans,Tubulipora,N,15x15cm,10x10cm,NA,upfacing,vertical,1.5m,1.5,,Exp1,JadeWeserPort,12 months,365.0004,52.14288,12,2017,April,,,Germany,Orientation,Concrete,,Floating,Yes,Unshaded,,,,,Orientation_upvert,Front,Material 1,,Becker et al_2020/2021_Exp1,Becker et al_2020/2021_JadeWeserPort,Becker et al_2020/2021_Exp1_12 months,Orientation_N,Orientation_Bryozoans,Bryozoans_N,Orientation_Bryozoans_N,32,2,Orientation_Becker et al_2020/2021,Orientation_Becker et al_2020/2021_JadeWeserPort,Orientation_Becker et al_2020/2021_Exp1_12 months,Orientation_Tubulipora plumosa,Orientation_Tubulipora plumosa_N,1,3,3,1.137274638,1.78611532,Tubulipora
1885,1885,Lee_2018,Lee,2018,Thesis,Y,2.128205128,NA,NA,2.328453618,1.666666667,NA,NA,2.250925735,6,6,PercentageCover,Invertebrates,Bryozoans,Bugula (genus in Opisthokonta),NIS,0.0121,0.01,NA,Wood,Polymer,1m,1,Y,Exp6,Wirrina Cove,9 weeks,63,9,2.071231969,2013,April,"34°47'9""S","138°29'15""E",Australia,Substrate,,downfacing,floating,,Shaded,Yes,raw data supplied,Wood,Acrylic,,,,,Lee_2018_Exp6,Lee_2018_Wirrina Cove,Lee_2018_Exp6_9 weeks,Substrate_NIS,Substrate_Bryozoans,Bryozoans_NIS,Substrate_Bryozoans_NIS,795,4,Substrate_Lee_2018,Substrate_Lee_2018_Wirrina Cove,Substrate_Lee_2018_Exp6_9 weeks,Substrate_Bugula,Substrate_Bugula_NIS,1,3,6,-0.123006775,1.780535112,Bugula (genus in Opisthokonta)
1334,1108,Chase_2015,Chase,2015,Thesis,Y,1.4,NA,0.678233,1.661324777,1.4,NA,0.678233,1.661324777,6,6,PercentageCover,Invertebrates,Ascidians,Didemnum,NIS,0.01,0.0064,NA,Rock,Concrete,NA,NA,N,Exp1,"University of New Hampshire Coastal Marine Laboratory in New Castle, NH",18 weeks,126,18,4.142463938,2014,May,"43°04'14.5""N","70°42'46.5""W",USA,Substrate,,downfacing,floating,,,,Figure 2.7,Concrete,Granite,,,Original dataset,,Chase_2015_Exp1,"Chase_2015_University of New Hampshire Coastal Marine Laboratory in New Castle, NH",Chase_2015_Exp1_18 weeks,Substrate_NIS,Substrate_Ascidians,Ascidians_NIS,Substrate_Ascidians_NIS,131,3,Substrate_Chase_2015,"Substrate_Chase_2015_University of New Hampshire Coastal Marine Laboratory in New Castle, NH",Substrate_Chase_2015_Exp1_18 weeks,Substrate_Didemnum vexillum,Substrate_Didemnum vexillum_NIS,1,3,6,0,1.77684244,Didemnum
1151,910,Glasby and Connell_2001,Glasby and Connell,2001,MEPS,N,2.5,NA,NA,3.882741762,0.625,NA,NA,0.653640646,5,5,PercentageCover,Invertebrates,Bryozoans,Watersipora subtorquata,NIS,0.0225,0.0169,NA,Fixed,Floating,,,Y,Exp2,Sydney Harbour,7 months,212.9169,30.41668,7,1998,June,33.8462° S,151.2489° E,Australia,Movement,Concrete,vertical,,"No, but always submersed (0.25m pontoon, 1.5 below MLWS reef)",Underside/Shaded,Yes,raw data supplied and used,,,,Site 2,,,Glasby and Connell_2001_Exp2,Glasby and Connell_2001_Sydney Harbour,Glasby and Connell_2001_Exp2_7 months,Movement_NIS,Movement_Bryozoans,Bryozoans_NIS,Movement_Bryozoans_NIS,412,2,Movement_Glasby and Connell_2001,Movement_Glasby and Connell_2001_Sydney Harbour,Movement_Glasby and Connell_2001_Exp2_7 months,Movement_Watersipora subtorquata,Movement_Watersipora subtorquata_NIS,1,5,5,-0.696308515,1.775785362,Watersipora subtorquata
936,255,Glasby_2001,Glasby,2001,MEPS,No,0.25,NA,NA,0.288675135,0.2,NA,NA,0.273861279,4,5,PercentageCover,Invertebrates,Bryozoans,Watersipora subtorquata,NIS,0.0225,0.0169,NA,Fixed,Floating,2.5-3.5m,2.5-3.5,Y,Exp2,"Sydney Harbour, Site 1",203 days,203,29,6.673969677,1999,April,33.8462° S,151.2489° E,Australia,Movement,Sandstone,Vertical,,Yes,Unshaded,No,"raw data supplied and used, left out averaged where data was lost and adjusted number of replicates",,,,Time 2,,,Glasby_2001_Exp2,"Glasby_2001_Sydney Harbour, Site 1",Glasby_2001_Exp2_203 days,Movement_NIS,Movement_Bryozoans,Bryozoans_NIS,Movement_Bryozoans_NIS,493,1,Movement_Glasby_2001,"Movement_Glasby_2001_Sydney Harbour, Site 1",Movement_Glasby_2001_Exp2_203 days,Movement_Watersipora subtorquata,Movement_Watersipora subtorquata_NIS,1,4,5,-0.111655247,1.773477613,Watersipora subtorquata
2360,2360,Lee_2018,Lee,2018,Thesis,Y,13.66666667,NA,NA,12.73839341,19,NA,NA,26.91468001,6,6,PercentageCover,Invertebrates,Ascidians,Diplosoma (genus in Bilateria),NIS,0.0121,0.01,NA,Wood,Polymer,1m,1,Y,Exp7,North Haven,13 weeks,91,13,2.99177951,2015,September,"35°30'5""S","138°14'38""E",Australia,Substrate,,vertical,floating,,,,raw data supplied,Wood,Acrylic,,,,,Lee_2018_Exp7,Lee_2018_North Haven,Lee_2018_Exp7_13 weeks,Substrate_NIS,Substrate_Ascidians,Ascidians_NIS,Substrate_Ascidians_NIS,809,4,Substrate_Lee_2018,Substrate_Lee_2018_North Haven,Substrate_Lee_2018_Exp7_13 weeks,Substrate_Diplosoma,Substrate_Diplosoma_NIS,1,3,6,0.174863003,1.763360695,Diplosoma (genus in Bilateria)
725,44,Dafforn et al._2009,Dafforn et al.,2009,Biofouling,Yes,8.950617284,NA,NA,10.34940562,0.308641975,NA,NA,0.516456806,6,6,PercentageCover,Invertebrates,Bryozoans,Fenestrulina mutabilis,N,0.0121,0.0081,NA,Fixed,Floating,2m,2,Y,Exp2,"Port Kembla, Site 1",12 weeks,84,12,2.761642625,2006,October,34.4828° S,150.9033° E,Australia,Movement,Perspex,Vertical,,Yes,Shaded,Yes,raw data supplied and used,,,,Deep,,,Dafforn et al._2009_Exp2,"Dafforn et al._2009_Port Kembla, Site 1",Dafforn et al._2009_Exp2_12 weeks,Movement_N,Movement_Bryozoans,Bryozoans_N,Movement_Bryozoans_N,229,1,Movement_Dafforn et al._2009,"Movement_Dafforn et al._2009_Port Kembla, Site 1",Movement_Dafforn et al._2009_Exp2_12 weeks,Movement_Fenestrulina mutabilis,Movement_Fenestrulina mutabilis_N,1,6,6,-1.698565873,1.762315655,Fenestrulina mutabilis
911,230,Glasby_2000,Glasby,2000,Journal of Experimental Marine Biology and Ecology,N,0.555556,0.888889,0.333333,0.745355247,1.88889,2.66667,0.77778,1.739168952,5,5,PercentageCover,Invertebrates,Bryozoans,Schizoporella errata,NIS,0.0225,0.0169,NA,Rock,Concrete,1.5m below MLWS,1.5,Y,Exp2,"Middle Harbour, Sydney Harbour, Site2",7 months,212.9169,30.41668,7,1998,June,33.48,151.14,Australia,Substrate,,vertical,fixed,,,,Figure 2,Concrete,Sandstone,,,,,Glasby_2000_Exp2,"Glasby_2000_Middle Harbour, Sydney Harbour, Site2",Glasby_2000_Exp2_7 months,Substrate_NIS,Substrate_Bryozoans,Bryozoans_NIS,Substrate_Bryozoans_NIS,443,4,Substrate_Glasby_2000,"Substrate_Glasby_2000_Middle Harbour, Sydney Harbour, Site2",Substrate_Glasby_2000_Exp2_7 months,Substrate_Schizoporella errata,Substrate_Schizoporella errata_NIS,2,5,2.5,0.614129975,1.76196177,Schizoporella errata
2365,2365,Lee_2018,Lee,2018,Thesis,Y,3.316666667,NA,NA,2.713239147,2,NA,NA,3.346640106,6,6,PercentageCover,Invertebrates,Ascidians,Diplosoma (genus in Bilateria),NIS,0.0121,0.01,NA,Wood,Concrete,1m,1,Y,Exp8,North Haven,13 weeks,91,13,2.99177951,2015,December,"35°30'5""S","138°14'38""E",Australia,Substrate,,vertical,floating,,,,raw data supplied,Wood,Cement,,,,,Lee_2018_Exp8,Lee_2018_North Haven,Lee_2018_Exp8_13 weeks,Substrate_NIS,Substrate_Ascidians,Ascidians_NIS,Substrate_Ascidians_NIS,823,6,Substrate_Lee_2018,Substrate_Lee_2018_North Haven,Substrate_Lee_2018_Exp8_13 weeks,Substrate_Diplosoma,Substrate_Diplosoma_NIS,1,3,6,-0.255144748,1.752906663,Diplosoma (genus in Bilateria)
1819,1819,Lee_2018,Lee,2018,Thesis,Y,5,NA,NA,7.974960815,10.33333333,NA,NA,12.48465725,6,6,PercentageCover,Invertebrates,Ascidians,Botryllus schlosseri,NIS,0.0121,0.01,NA,vertical,downfacing,1m,1,Y,Exp6,Wirrina Cove,9 weeks,63,9,2.071231969,2013,April,"34°47'9""S","138°29'15""E",Australia,Orientation,Acrylic,,floating,,Shaded,Yes,raw data supplied,,,Orientation_upvert,,,,Lee_2018_Exp6,Lee_2018_Wirrina Cove,Lee_2018_Exp6_9 weeks,Orientation_NIS,Orientation_Ascidians,Ascidians_NIS,Orientation_Ascidians_NIS,792,3,Orientation_Lee_2018,Orientation_Lee_2018_Wirrina Cove,Orientation_Lee_2018_Exp6_9 weeks,Orientation_Botryllus schlosseri,Orientation_Botryllus schlosseri_NIS,1,6,6,0.372392671,1.751442013,Botryllus schlosseri
1785,1785,Lee_2018,Lee,2018,Thesis,Y,0.416666667,NA,NA,0.49159604,0.25,NA,NA,0.418330013,6,6,PercentageCover,Invertebrates,Bryozoans,Watersipora subtorquata,NIS,0.0121,0.01,NA,vertical,downfacing,1m,1,Y,Exp4,Wirrina Cove,9 weeks,63,9,2.071231969,2012,December,"34°47'9""S","138°29'15""E",Australia,Orientation,Cement,,floating,,Shaded,Yes,raw data supplied,,,Orientation_upvert,,,,Lee_2018_Exp4,Lee_2018_Wirrina Cove,Lee_2018_Exp4_9 weeks,Orientation_NIS,Orientation_Bryozoans,Bryozoans_NIS,Orientation_Bryozoans_NIS,772,3,Orientation_Lee_2018,Orientation_Lee_2018_Wirrina Cove,Orientation_Lee_2018_Exp4_9 weeks,Orientation_Watersipora subtorquata,Orientation_Watersipora subtorquata_NIS,1,6,6,-0.255691271,1.75023267,Watersipora subtorquata
397,754,Ushiama et al._2016,Ushiama et al.,2016,Biofouling,N,4.285714286,NA,NA,8.380817098,24.66666667,NA,NA,48.38870392,7,6,Abundance,Invertebrates,Polychaetes,Salmacina australis,N,0.0121,0.001936,NA,upfacing,downfacing,33 metres,33,Y,Exp1,Sydney Harbour,3 months,91.2501,13.03572,3,2012,December,33o50.797' S,151o17.988' E,Australia,Orientation,Sandstone,,fixed,,Unshaded,No,raw data supplied,,,Orientation_updown,,,,Ushiama et al._2016_Exp1,Ushiama et al._2016_Sydney Harbour,Ushiama et al._2016_Exp1_3 months,Orientation_N,Orientation_Polychaetes,Polychaetes_N,Orientation_Polychaetes_N,1002,8,Orientation_Ushiama et al._2016,Orientation_Ushiama et al._2016_Sydney Harbour,Orientation_Ushiama et al._2016_Exp1_3 months,Orientation_Salmacina australis,Orientation_Salmacina australis_N,1,3.5,6,1.750165572,1.733973162,Salmacina australis
203,560,Ushiama et al._2016,Ushiama et al.,2016,Biofouling,N,0.0015,NA,NA,0.0017,2.25,NA,NA,5.257647491,7,8,Abundance,Invertebrates,Ascidians,Diplosoma (genus in Bilateria),NIS,0.0121,0.001936,NA,Rock,Polymer,33 metres,33,Y,Exp1,Sydney Harbour,3 months,91.2501,13.03572,3,2012,December,33o50.797' S,151o17.988' E,Australia,Substrate,,upfacing,fixed,,Unshaded,No,raw data supplied,Sandstone,Perspex,,,,,Ushiama et al._2016_Exp1,Ushiama et al._2016_Sydney Harbour,Ushiama et al._2016_Exp1_3 months,Substrate_NIS,Substrate_Ascidians,Ascidians_NIS,Substrate_Ascidians_NIS,985,12,Substrate_Ushiama et al._2016,Substrate_Ushiama et al._2016_Sydney Harbour,Substrate_Ushiama et al._2016_Exp1_3 months,Substrate_Diplosoma,Substrate_Diplosoma_NIS,2,3.5,4,7.313220387,1.732063492,Diplosoma (genus in Bilateria)
734,53,Dafforn et al._2009,Dafforn et al.,2009,Biofouling,Yes,0.411522634,NA,NA,0.637528123,0.925925926,NA,NA,1.219038127,6,6,PercentageCover,Invertebrates,Barnacles,Megabalanus coccopoma,NIS,0.0121,0.0081,NA,Fixed,Floating,0.5m,0.5,Y,Exp3,"Port Kembla, Site 2",12 weeks,84,12,2.761642625,2006,October,34.4828° S,150.9033° E,Australia,Movement,Perspex,Vertical,,Yes,Shaded,Yes,raw data supplied and used,,,,Shallow,M. rosa in dataset,,Dafforn et al._2009_Exp3,"Dafforn et al._2009_Port Kembla, Site 2",Dafforn et al._2009_Exp3_12 weeks,Movement_NIS,Movement_Barnacles,Barnacles_NIS,Movement_Barnacles_NIS,261,1,Movement_Dafforn et al._2009,"Movement_Dafforn et al._2009_Port Kembla, Site 2",Movement_Dafforn et al._2009_Exp3_12 weeks,Movement_Megabalanus coccopoma,Movement_Megabalanus coccopoma_NIS,1,6,6,0.406326676,1.729471548,Megabalanus coccopoma
1692,1692,Leclerc et al._2020,Leclerc et al.,2020,Diversity and Distributions,Y,0.0058,NA,NA,0.01245234,1.0625,NA,NA,1.015504801,8,8,PercentageCover,Invertebrates,Hydrozoans,Bougainvillia muscus,NIS,150x150mm,120x120mm,NA,Fixed,Floating,4m,4,N,Exp1,Bay of Coliumo,3 months,91.2501,13.03572,3,2017,March,,,Chile,Movement,Polypropylene,horizontal,,Yes,Unshaded,Yes,Original dataset (published),,,,,,,Leclerc et al._2020_Exp1,Leclerc et al._2020_Bay of Coliumo,Leclerc et al._2020_Exp1_3 months,Movement_NIS,Movement_Hydrozoans,Hydrozoans_NIS,Movement_Hydrozoans_NIS,626,1,Movement_Leclerc et al._2020,Movement_Leclerc et al._2020_Bay of Coliumo,Movement_Leclerc et al._2020_Exp1_3 months,Movement_Bougainvillia muscus,Movement_Bougainvillia muscus_NIS,1,8,8,2.607029098,1.7280071,Bougainvillia muscus
1840,1840,Lee_2018,Lee,2018,Thesis,Y,15.4,NA,NA,14.97664849,11.58333333,NA,NA,17.8225045,6,5,PercentageCover,Invertebrates,Ascidians,Diplosoma (genus in Bilateria),NIS,0.0121,0.01,NA,vertical,downfacing,1m,1,Y,Exp1,North Haven Harbour,9 weeks,63,9,2.071231969,2012,December,"34°47'9""S","138°29'15""E",Australia,Orientation,Acrylic,,floating,,Shaded,Yes,raw data supplied,,,Orientation_upvert,,,,Lee_2018_Exp1,Lee_2018_North Haven Harbour,Lee_2018_Exp1_9 weeks,Orientation_NIS,Orientation_Ascidians,Ascidians_NIS,Orientation_Ascidians_NIS,666,3,Orientation_Lee_2018,Orientation_Lee_2018_North Haven Harbour,Orientation_Lee_2018_Exp1_9 weeks,Orientation_Diplosoma,Orientation_Diplosoma_NIS,1,6,5,-0.149470874,1.726905751,Diplosoma (genus in Bilateria)
1988,1988,Lee_2018,Lee,2018,Thesis,Y,22.33333333,NA,NA,24.96130338,27.33333333,NA,NA,26.61327989,6,6,PercentageCover,Invertebrates,Ascidians,Ciona intestinalis,NIS,0.0121,0.01,NA,Wood,Concrete,1m,1,Y,Exp3,North Haven Harbour,9 weeks,63,9,2.071231969,2013,April,"34°47'9""S","138°29'15""E",Australia,Substrate,,downfacing,floating,,Shaded,Yes,raw data supplied,Wood,Cement,,,,,Lee_2018_Exp3,Lee_2018_North Haven Harbour,Lee_2018_Exp3_9 weeks,Substrate_NIS,Substrate_Ascidians,Ascidians_NIS,Substrate_Ascidians_NIS,751,4,Substrate_Lee_2018,Substrate_Lee_2018_North Haven Harbour,Substrate_Lee_2018_Exp3_9 weeks,Substrate_Ciona intestinalis,Substrate_Ciona intestinalis_NIS,1,3,6,0.111264992,1.726429244,Ciona intestinalis
1681,1681,Becker et al_2020/2021,Becker et al,NA,Marine EnvironmentalHelgoland Marine Research,N,2,NA,NA,2.645751311,20,NA,NA,10,3,3,PercentageCover,Invertebrates,Bryozoans,Tubulipora,N,15x15cm,10x10cm,NA,upfacing,vertical,1.5m,1.5,,Exp1,JadeWeserPort,12 months,365.0004,52.14288,12,2017,April,,,Germany,Orientation,Concrete,,Floating,Yes,Unshaded,,,,,Orientation_upvert,Back,Material 1,,Becker et al_2020/2021_Exp1,Becker et al_2020/2021_JadeWeserPort,Becker et al_2020/2021_Exp1_12 months,Orientation_N,Orientation_Bryozoans,Bryozoans_N,Orientation_Bryozoans_N,32,2,Orientation_Becker et al_2020/2021,Orientation_Becker et al_2020/2021_JadeWeserPort,Orientation_Becker et al_2020/2021_Exp1_12 months,Orientation_Tubulipora plumosa,Orientation_Tubulipora plumosa_N,1,3,3,1.184022973,1.720417402,Tubulipora
782,101,Dafforn et al._2009,Dafforn et al.,2009,Biofouling,Yes,0.411522634,NA,NA,0.747567989,2.366255144,NA,NA,2.117442915,6,6,PercentageCover,Invertebrates,Bryozoans,Beania magellanica,N,0.0121,0.0081,NA,Fixed,Floating,0.5m,0.5,Y,Exp3,"Port Kembla, Site 2",12 weeks,84,12,2.761642625,2006,October,34.4828° S,150.9033° E,Australia,Movement,Perspex,Vertical,,Yes,Shaded,Yes,raw data supplied and used,,,,Shallow,,,Dafforn et al._2009_Exp3,"Dafforn et al._2009_Port Kembla, Site 2",Dafforn et al._2009_Exp3_12 weeks,Movement_N,Movement_Bryozoans,Bryozoans_N,Movement_Bryozoans_N,247,1,Movement_Dafforn et al._2009,"Movement_Dafforn et al._2009_Port Kembla, Site 2",Movement_Dafforn et al._2009_Exp3_12 weeks,Movement_Beania magellanica,Movement_Beania magellanica_N,1,6,6,0.877891448,1.717812679,Beania magellanica
1981,1981,Lee_2018,Lee,2018,Thesis,Y,27.66666667,NA,NA,22.67744842,25.66666667,NA,NA,36.08138948,6,6,PercentageCover,Invertebrates,Ascidians,Ciona intestinalis,NIS,0.0121,0.01,NA,Wood,Polymer,1m,1,Y,Exp1,North Haven Harbour,9 weeks,63,9,2.071231969,2012,December,"34°47'9""S","138°29'15""E",Australia,Substrate,,downfacing,floating,,Shaded,Yes,raw data supplied,Wood,Acrylic,,,,,Lee_2018_Exp1,Lee_2018_North Haven Harbour,Lee_2018_Exp1_9 weeks,Substrate_NIS,Substrate_Ascidians,Ascidians_NIS,Substrate_Ascidians_NIS,663,4,Substrate_Lee_2018,Substrate_Lee_2018_North Haven Harbour,Substrate_Lee_2018_Exp1_9 weeks,Substrate_Ciona intestinalis,Substrate_Ciona intestinalis_NIS,1,3,6,-0.041690655,1.705395614,Ciona intestinalis
1628,1628,Becker et al_2020/2021,Becker et al,NA,Marine EnvironmentalHelgoland Marine Research,N,26,NA,NA,12.16552506,2,NA,NA,2.645751311,3,3,PercentageCover,Algae,Algae,Polysiphonia urceolata,N,15x15cm,10x10cm,NA,upfacing,vertical,1.5m,1.5,,Exp5,JadeWeserPort,12 months,365.0004,52.14288,12,2017,April,,,Germany,Orientation,Concrete,,Floating,Yes,Unshaded,,,,,Orientation_upvert,Front,Material 5,,Becker et al_2020/2021_Exp5,Becker et al_2020/2021_JadeWeserPort,Becker et al_2020/2021_Exp5_12 months,Orientation_N,Orientation_Algae,Algae_N,Orientation_Algae_N,94,2,Orientation_Becker et al_2020/2021,Orientation_Becker et al_2020/2021_JadeWeserPort,Orientation_Becker et al_2020/2021_Exp5_12 months,Orientation_Polysiphonia urceolata,Orientation_Polysiphonia urceolata_N,1,3,3,-1.327297261,1.702033903,Polysiphonia urceolata
2188,2188,Lee_2018,Lee,2018,Thesis,Y,42,NA,NA,31.89984326,1.966666667,NA,NA,3.021037349,6,6,PercentageCover,Invertebrates,Ascidians,Ciona intestinalis,NIS,0.0121,0.01,NA,vertical,upfacing,1m,1,Y,Exp8,North Haven,13 weeks,91,13,2.99177951,2015,December,"35°30'5""S","138°14'38""E",Australia,Orientation,Acrylic,,floating,,,,raw data supplied,,,Orientation_upvert,,,,Lee_2018_Exp8,Lee_2018_North Haven,Lee_2018_Exp8_13 weeks,Orientation_NIS,Orientation_Ascidians,Ascidians_NIS,Orientation_Ascidians_NIS,819,5,Orientation_Lee_2018,Orientation_Lee_2018_North Haven,Orientation_Lee_2018_Exp8_13 weeks,Orientation_Ciona intestinalis,Orientation_Ciona intestinalis_NIS,1,3,6,-1.611630855,1.696603417,Ciona intestinalis
386,743,Ushiama et al._2016,Ushiama et al.,2016,Biofouling,N,1.714285714,NA,NA,2.360387377,5.625,NA,NA,12.0586365,7,8,Abundance,Invertebrates,Polychaetes,Salmacina australis,N,0.0121,0.001936,NA,Wood,Metal,33 metres,33,Y,Exp1,Sydney Harbour,3 months,91.2501,13.03572,3,2012,December,33o50.797' S,151o17.988' E,Australia,Substrate,,downfacing,fixed,,Unshaded,No,raw data supplied,Wood,Steel,,,,,Ushiama et al._2016_Exp1,Ushiama et al._2016_Sydney Harbour,Ushiama et al._2016_Exp1_3 months,Substrate_N,Substrate_Polychaetes,Polychaetes_N,Substrate_Polychaetes_N,1003,12,Substrate_Ushiama et al._2016,Substrate_Ushiama et al._2016_Sydney Harbour,Substrate_Ushiama et al._2016_Exp1_3 months,Substrate_Salmacina australis,Substrate_Salmacina australis_N,2,3.5,4,1.188224448,1.690590829,Salmacina australis
